"","Latitude","Longitude","Borough","Job.Type","Permit.Type","Job.Number","BIN","Permit.Filing.Status","Job.Type2","Cost.Estimate","Enlargement.Flag","Square.Footage","Permit.Issuance.Date","Permit.Expiration.Date","Job.Location.House.Number","Job.Location.Street.Name","Community.Board","General.Contractor","Proposed.Occupancy.Class","Proposed.Stories","Proposed.Dwelling.Units","Accident_Pred","Accident_Prob.0","Accident_Prob.1"
"94",40.55688,-73.92073,"Queens","NB","New Building","420663339","4618112","I","NB",   203056,"No",   1372,"2018-02-22","2018-09-01","112","BEACH 219 STREET","414","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"95",40.55688,-73.92073,"Queens","NB","New Building","421477146","4466823","I","NB",   233840,"No",   1580,"2017-11-28","2018-11-12","22","NEWPORT WALK","414","SAND-BAR CONTRACTORS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"96",40.55688,-73.92073,"Queens","NB","New Building","421532210","4467205","I","NB",   583860,"No",   3945,"2017-11-15","2018-11-12","204-53","7 AVENUE","414","SAND-BAR CONTRACTORS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"97",40.55688,-73.92073,"Queens","NB","New Building","421549532","4466110","I","NB",   273208,"No",   1846,"2018-06-07","2018-10-26","39","GRAHAM PLACE","414","ROCKFISH CUSTOM BUILDERS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"98",40.55688,-73.92073,"Queens","NB","New Building","421551163","4617721","I","NB",   237392,"No",   1604,"2018-02-20","2018-10-26","39","BEACH 220 STREET","414","ROCKFISH CUSTOM BUILDERS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 1,  1,"0",0.994834788,0.005165212
"99",40.55688,-73.92073,"Queens","NB","New Building","421615773","4618441","I","NB",   232064,"No",   1568,"2018-05-29","2019-02-16","36","IRVING WALK","414","CELTIC CONSTRUCTION II IN","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"100",40.55688,-73.92073,"Queens","A1","ALT 1 Enlargement","421057377","4467116","I","A1",    51800,"Yes",    518,"2018-01-16","2018-10-26","217-14","5 AVE","414","ROCKFISH CUSTOM BUILDERS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 1,  1,"0",0.994834788,0.005165212
"101",40.55688,-73.92073,"Queens","A1","ALT 1 Enlargement","421556079","4466718","I","A1",    90000,"Yes",    545,"2018-01-08","2018-10-26","204-13","8 AVE","414","ROCKFISH CUSTOM BUILDERS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"102",40.55688,-73.92073,"Queens","A1","ALT 1 Enlargement","421615782","4466402","I","A1",   100000,"Yes",    328,"2018-05-18","2018-10-26","164","REID AVENUE","414","ROCKFISH CUSTOM BUILDERS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"103",40.55690,-74.13071,"Staten Island","NB","New Building","520311840","5170235","I","NB",   309764,"No",   2093,"2018-06-12","2019-03-26","156","HOPKINS AVE","503","STEADFAST CONSTRUCTION LL","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"104",40.55780,-74.11326,"Staten Island","NB","New Building","520312251","5170119","I","NB",   398416,"No",   2692,"2018-02-09","2019-01-30","473","OLD MILL ROAD","503","WAHLER PLACE,LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"105",40.55803,-74.11324,"Staten Island","NB","New Building","520312224","5170118","I","NB",   398416,"No",   2692,"2018-02-09","2019-01-30","471","OLD MILL ROAD","503","WAHLER PLACE,LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"106",40.55989,-74.11635,"Staten Island","A1","ALT 1 Enlargement","520323150","5055566","I","A1",   190000,"Yes",   1110,"2018-04-26","2018-09-07","357","ISABELLA AVENUE","503","FIORIBELLO HOMES, LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"107",40.55997,-74.12666,"Staten Island","A1","ALT 1 Enlargement","520326451","5063419","I","A1",   179520,"Yes",    913,"2018-04-26","2019-03-26","291","MONTREAL AVENUE","503","SAWYER CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"108",40.56042,-74.12134,"Staten Island","NB","New Building","520318718","5170213","I","NB",   552928,"No",   3736,"2018-04-04","2018-09-05","497","PENDALE STREET","503","ISLAND WIDE BUILDING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"109",40.56062,-74.12149,"Staten Island","NB","New Building","520318709","5062951","I","NB",   552928,"No",   3736,"2018-04-04","2018-09-05","493","PENDALE STREET","503","ISLAND WIDE BUILDING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"110",40.56068,-74.15276,"Staten Island","A1","ALT 1 Enlargement","520293566","5062158","I","A1",   165000,"Yes",    885,"2018-03-05","2018-10-29","131","ISLINGTON STREET","503","A. FONTANA & SONS LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"111",40.56165,-74.18065,"Staten Island","NB","New Building","520311902","5170193","I","NB",    39072,"No",    264,"2018-03-22","2019-03-22","133 GAR","WOODROW ROAD","503","M-A-C-HOME DESIGN AND CON","UTILITY / MISCELLANEOUS", 1,  0,"0",0.994834788,0.005165212
"112",40.56165,-73.91818,"Queens","NB","New Building","420659870","4464972","I","NB",   226144,"No",   1528,"2018-02-27","2018-09-01","47","WEST MARKET STREET","414","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"113",40.56165,-73.91818,"Queens","NB","New Building","420661983","4465016","I","NB",   192400,"No",   1300,"2018-02-27","2018-09-01","39","WEST MARKET STREET","414","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"114",40.56165,-73.91818,"Queens","A1","ALT 1 Enlargement","421514864","4465368","I","A1",    40000,"Yes",    199,"2018-05-10","2019-03-06","58","REID AVENUE","414","SIMPLY STRONG CONSTRUCTIO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 1,  1,"0",0.994834788,0.005165212
"115",40.56192,-74.18188,"Staten Island","NB","New Building","520318898","5169797","I","NB",   334924,"No",   2263,"2018-04-26","2019-03-15","49","BILLINGS STREET","503","AGP ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"116",40.56193,-74.18182,"Staten Island","NB","New Building","520318889","5169796","I","NB",   334924,"No",   2263,"2018-04-26","2019-03-15","47","BILLINGS STREET","503","AGP ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"117",40.56195,-74.18169,"Staten Island","NB","New Building","520318870","5169795","I","NB",   334924,"No",   2263,"2018-04-26","2019-03-15","43","BILLINGS STREET","503","AGP ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"118",40.56195,-74.18163,"Staten Island","NB","New Building","520318861","5169794","I","NB",   334924,"No",   2263,"2018-04-26","2019-03-15","41","BILLINGS STREET","503","AGP ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"119",40.56356,-74.12241,"Staten Island","A1","ALT 1 Enlargement","520281347","5058670","I","A1",   339340,"Yes",    697,"2017-11-08","2018-09-08","28","WHITEHALL STREET","503","FRANK TROMBETTA & SONS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"120",40.56391,-74.09969,"Staten Island","A1","ALT 1 Enlargement","520135960","5056835","I","A1",    54420,"Yes",    189,"2018-08-09","2018-10-13","34","SEAFOAM ST","502","LL CUSTOM HOMES LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"121",40.56413,-74.12423,"Staten Island","NB","New Building","520326200","5058641","I","NB",   484700,"No",   3275,"2018-06-22","2018-08-24","40","TARRING STREET","503","FIELDWAY GROUP INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"122",40.56416,-74.12389,"Staten Island","NB","New Building","520326219","5169416","I","NB",   500536,"No",   3382,"2018-06-22","2018-08-24","160","ISABELLA AVE","503","FIELDWAY GROUP INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"123",40.56421,-74.10030,"Staten Island","A1","ALT 1 Enlargement","520135979","5056828","I","A1",   168624,"Yes",    584,"2018-08-09","2018-10-13","14","SEAFOAM ST","502","LL CUSTOM HOMES LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"124",40.56648,-73.89113,"Queens","NB","New Building","420651681","4464378","I","NB",   314796,"No",   2127,"2018-04-18","2019-03-06","138","ROXBURY AVE","414","SIMPLY STRONG CONSTRUCTIO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"125",40.56648,-73.89113,"Queens","NB","New Building","420659950","4464415","I","NB",   109668,"No",    741,"2018-02-20","2018-09-01","170","ROXBURY AVENUE","414","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 1,  1,"0",0.994834788,0.005165212
"126",40.56648,-73.89113,"Queens","NB","New Building","420662107","4464495","I","NB",   182040,"No",   1230,"2018-02-23","2018-09-01","213","BAYSIDE AVENUE","414","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"127",40.56648,-73.89113,"Queens","A1","ALT 1 Enlargement","421563524","4464185","I","A1",   185000,"Yes",    809,"2018-04-02","2019-03-06","355","ROXBURY AVENUE","414","SIMPLY STRONG CONSTRUCTIO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"128",40.56688,-74.15147,"Staten Island","NB","New Building","520334843","5170589","I","NB",   380064,"No",   2568,"2018-06-04","2018-10-22","35","TANGLEWOOD DRIVE","503","KRAMER ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"129",40.56729,-74.15169,"Staten Island","NB","New Building","520334772","5170583","I","NB",   380064,"No",   2568,"2018-06-04","2018-10-22","7","TANGLEWOOD DRIVE","503","KRAMER ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"130",40.56729,-74.15169,"Staten Island","NB","New Building","520334781","5170584","I","NB",   380064,"No",   2568,"2018-06-04","2018-10-22","11","TANGLEWOOD DRIVE","503","KRAMER ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"131",40.56729,-74.15169,"Staten Island","NB","New Building","520334790","5170585","I","NB",   380064,"No",   2568,"2018-06-04","2018-10-22","19","TANGLEWOOD DRIVE","503","KRAMER ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"132",40.56729,-74.15169,"Staten Island","NB","New Building","520334807","5170586","I","NB",   380064,"No",   2568,"2018-06-04","2018-10-22","21","TANGLEWOOD DRIVE","503","KRAMER ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"133",40.56729,-74.15169,"Staten Island","NB","New Building","520334816","5170587","I","NB",   380064,"No",   2568,"2018-06-04","2018-10-22","25","TANGLEWOOD DRIVE","503","KRAMER ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"134",40.56729,-74.15169,"Staten Island","NB","New Building","520334825","5170588","I","NB",   380064,"No",   2568,"2018-06-04","2018-10-22","27","TANGLEWOOD DRIVE","503","KRAMER ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"135",40.56729,-74.15169,"Staten Island","NB","New Building","520334834","5164926","I","NB",   380064,"No",   2568,"2018-06-04","2018-10-22","33","TANGLEWOOD DRIVE","503","KRAMER ENTERPRISES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"136",40.56987,-74.09613,"Staten Island","NB","New Building","520313376","5171008","I","NB",   320124,"No",   2163,"2018-03-15","2019-01-30","1203","OLYMPIA BOULEVARD","502","WAHLER PLACE,LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"137",40.56990,-74.09579,"Staten Island","NB","New Building","520318656","5170434","I","NB",    44400,"No",    300,"2018-03-27","2019-03-15","1201GAR","OLYMPIA BOULEVARD","502","WAHLER PLACE,LLC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"138",40.56993,-74.09608,"Staten Island","NB","New Building","520313367","5170472","I","NB",   513412,"No",   3469,"2018-03-15","2019-01-30","1201","OLYMPIA BOULEVARD","502","WAHLER PLACE,LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"139",40.57048,-73.85943,"Queens","A1","ALT 1 Enlargement","421597230","4307000","I","A1",    78240,"Yes",    380,"2018-06-11","2018-10-21","182","BEACH 144 STREET","414","JMB CONTRACTING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"140",40.57064,-74.11173,"Staten Island","NB","New Building","520324006","5170522","I","NB",   558848,"No",   3776,"2018-05-03","2019-03-30","93","CODDINGTON AVE","502","CAVAGNARO CONTRACTING LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"141",40.57073,-74.11899,"Staten Island","NB","New Building","520260896","5166625","I","NB",    43512,"No",    294,"2018-07-24","2019-04-06","152G","BEACH AVENUE","502","VIK MGM CORP","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"142",40.57089,-74.09350,"Staten Island","NB","New Building","520135915","5055177","I","NB",   155844,"No",   1053,"2018-07-17","2018-09-01","318","COLONY AVENUE","502","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"143",40.57156,-73.86410,"Queens","NB","New Building","420663142","4306798","I","NB",   162800,"No",   1100,"2018-02-14","2018-09-01","324","BEACH 148","414","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"144",40.57161,-74.09606,"Staten Island","NB","New Building","520234791","5105571","I","NB",   265808,"No",   1796,"2018-05-21","2019-01-05","268","GRIMSBY STREET","502","PLATINUM PLUMBING HEATING","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"145",40.57161,-74.09606,"Staten Island","NB","New Building","520234808","5105570","I","NB",   265808,"No",   1796,"2018-05-21","2019-01-05","266","GRIMSBY STREET","502","PLATINUM PLUMBING HEATING","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"146",40.57169,-74.11372,"Staten Island","NB","New Building","520219442","5164715","I","NB",   531024,"No",   3588,"2018-04-30","2019-02-27","26","CODDINGTON AVENUE","502","J. SMITH CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"147",40.57169,-73.85273,"Queens","NB","New Building","421532586","4607407","I","NB",    41440,"No",    280,"2017-11-01","2018-09-13","129","BEACH 136TH ST.","414","CHAIT BUILDERS INC","UTILITY / MISCELLANEOUS", 1,  1,"0",0.994834788,0.005165212
"148",40.57170,-74.09598,"Staten Island","NB","New Building","520234817","5055053","I","NB",   265808,"No",   1796,"2018-05-21","2019-01-05","264","GRIMSBY STREET","502","PLATINUM PLUMBING HEATING","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"149",40.57208,-74.13742,"Staten Island","NB","New Building","520203770","5164610","I","NB",   808376,"No",   5462,"2018-03-08","2018-12-20","80A","CENTER STREET","503","NOCE CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"150",40.57210,-74.09592,"Staten Island","NB","New Building","520234826","5166380","I","NB",   265808,"No",   1796,"2018-05-21","2019-01-05","262","GRIMSBY STREET","502","PLATINUM PLUMBING HEATING","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"151",40.57224,-74.09180,"Staten Island","A1","ALT 1 Enlargement","520135942","5054748","I","A1",   282940,"Yes",    620,"2018-07-06","2018-10-13","52","HEMPSTEAD AVE.","502","LL CUSTOM HOMES LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"152",40.57228,-74.09189,"Staten Island","NB","New Building","520312091","5054747","I","NB",   244200,"No",   1650,"2018-02-09","2019-01-30","48","HEMPSTEAD AVENUE","502","WAHLER PLACE,LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"153",40.57243,-74.09171,"Staten Island","NB","New Building","520312108","5170051","I","NB",   244200,"No",   1650,"2018-02-09","2019-01-30","50","HEMPSTEAD AVENUE","502","WAHLER PLACE,LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"154",40.57259,-74.10176,"Staten Island","NB","New Building","520337537","5170302","I","NB",   338328,"No",   2286,"2018-07-24","2019-01-30","324","POULTNEY STREET","502","WAHLER PLACE,LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"155",40.57263,-74.11218,"Staten Island","NB","New Building","520322721","5170198","I","NB",   532800,"No",   3600,"2018-06-07","2018-08-24","116","JACQUES AVENUE","502","FIELDWAY GROUP INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"156",40.57263,-74.11218,"Staten Island","NB","New Building","520322730","5170198","I","NB",    44400,"No",    300,"2018-06-07","2019-06-07","116","JACQUES AVENUE","502","FIELDWAY GROUP INC","UTILITY / MISCELLANEOUS", 1,  0,"0",0.994834788,0.005165212
"157",40.57267,-74.11227,"Staten Island","NB","New Building","520322703","5170196","I","NB",   532800,"No",   3600,"2018-06-07","2018-08-24","112","JACQUES AVENUE","502","FIELDWAY GROUP INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"158",40.57267,-74.11227,"Staten Island","NB","New Building","520322712","5170196","I","NB",    44400,"No",    300,"2018-06-07","2019-06-07","112","JACQUES AVENUE","502","FIELDWAY GROUP INC","UTILITY / MISCELLANEOUS", 1,  0,"0",0.994834788,0.005165212
"159",40.57282,-74.10187,"Staten Island","NB","New Building","520335236","5170300","I","NB",   315832,"No",   2134,"2018-07-24","2019-01-30","320","POULTNEY STREET","502","WAHLER PLACE,LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"160",40.57292,-73.84989,"Queens","A1","ALT 1 Enlargement","421462269","4306220","I","A1",   385800,"Yes",    200,"2017-11-09","2018-10-10","134","BEACH 133 STREET","414","CLEARWATER ENTERPRISES IN","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"161",40.57296,-74.10207,"Staten Island","NB","New Building","520305465","5170963","I","NB",   399600,"No",   2700,"2018-07-17","2018-09-04","315","POULTNEY STREET","502","MVS HEATING AND AIR CONDI","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"162",40.57363,-74.12354,"Staten Island","A1","ALT 1 Enlargement","520321928","5058847","I","A1",   271237,"Yes",   1463,"2018-05-16","2019-03-20","46","OAKLEY PLACE","503","NICOLOSI BROS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"163",40.57396,-74.09780,"Staten Island","NB","New Building","520135826","5054297","I","NB",   342768,"No",   2316,"2018-01-12","2018-09-01","231","MORELAND STREET","502","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"164",40.57401,-74.12765,"Staten Island","NB","New Building","520328119","5166415","I","NB",   532800,"No",   3600,"2018-07-03","2019-04-28","39","CRANFORD AVENUE","503","BEYER CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"165",40.57410,-74.09483,"Staten Island","NB","New Building","520135817","5054567","I","NB",   130240,"No",    880,"2017-12-20","2018-09-01","822","NUGENT AVE","502","LMD RESIDENTIAL INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"166",40.57428,-74.10196,"Staten Island","NB","New Building","520312796","5169785","I","NB",   397824,"No",   2688,"2018-02-08","2018-12-09","385","GREELEY AVENUE","502","A.E.H BUILDERS CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"167",40.57434,-74.10207,"Staten Island","NB","New Building","520312803","5169786","I","NB",   397824,"No",   2688,"2018-02-08","2018-12-09","381","GREELEY AVENUE","502","A.E.H BUILDERS CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"168",40.57458,-74.09219,"Staten Island","NB","New Building","520290765","5169501","I","NB",    44400,"No",    300,"2018-05-22","2019-03-22","194","FREEBORN STREET","502","LL CUSTOM HOMES LLC","UTILITY / MISCELLANEOUS", 1,  0,"0",0.994834788,0.005165212
"169",40.57458,-74.09219,"Staten Island","NB","New Building","520290774","5169501","I","NB",   512968,"No",   3466,"2018-02-27","2018-10-13","194","FREEBORN STREET","502","LL CUSTOM HOMES LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"170",40.57462,-74.11011,"Staten Island","A1","ALT 1 Enlargement","520310100","5052665","I","A1",   291625,"Yes",    978,"2018-02-20","2018-11-01","224","OTIS AVENUE","502","SERVIDIO INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"171",40.57466,-74.09207,"Staten Island","NB","New Building","520290747","5105809","I","NB",   580752,"No",   3924,"2018-01-09","2018-10-13","188","FREEBORN STREET","502","LL CUSTOM HOMES LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
